work_dedication,salary_comparison_last_semester,profile_level_study,profile_gender,profile_experience_range,list_of_normalized_languages,usd_monthly_gross_salary
full-time,2,,M,3-5,"['css', 'html', 'javascript']",457.4739811673211
full-time,2,,M,6-10,['sql'],819.6408829247837
full-time,2,,M,1-2,"['bash/shell', 'sql']",686.2109717509817
full-time,2,,M,10+,"['html', 'python', 'sql']",1219.9306164461896
full-time,3,Universitario,M,3-5,"['.net', 'c#', 'html', 'sql']",953.0707940985857
full-time,2,,M,3-5,['sql'],365.97918493385686
full-time,2,,M,6-10,['php'],1067.439289390416
full-time,3,Universitario,M,6-10,['python'],762.4566352788685
full-time,3,Universitario,M,3-5,"['bash/shell', 'python']",697.6478212801646
full-time,2,Universitario,M,3-5,"['bash/shell', 'css', 'html', 'javascript', 'sql', 'typescript']",688.185734436354
full-time,3,,M,1-2,"['python', 'sql']",699.8818192215317
full-time,2,Universitario,M,6-10,"['bash/shell', 'c++', 'go', 'python', 'ruby']",718.3887766383286
full-time,3,,M,10+,['bash/shell'],667.14955586901
full-time,3,Maestría,M,3-5,"['python', 'sql']",4424.016240326331
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'ruby', 'sql']",686.2109717509817
full-time,1,,M,3-5,"['groovy', 'python', 'sql']",414.395181274065
full-time,3,Universitario,M,0-1,['sql'],598.4560253135603
full-time,3,Universitario,M,10+,"['java', 'kotlin']",2463.7718729747244
full-time,3,Universitario,M,10+,"['go', 'java', 'kotlin', 'sql']",1753.6502611413976
full-time,3,,M,3-5,"['html', 'java', 'javascript', 'python', 'sql', 'typescript']",1258.053448210133
full-time,2,,M,1-2,"['bash/shell', 'php']",583.2793259883344
full-time,3,,M,0-1,"['bash/shell', 'javascript', 'typescript']",571.8424764591514
full-time,3,Posgrado/Especialización,M,3-5,"['.net', 'c#', 'html', 'javascript', 'sql', 'typescript']",1077.717204833975
full-time,2,Secundario,M,1-2,['bash/shell'],804.9597804124891
full-time,2,,M,6-10,"['java', 'python']",1334.29911173802
full-time,3,Universitario,M,10+,['bash/shell'],1364.5190804772978
full-time,2,,M,6-10,"['.net', 'javascript']",1143.6849529183028
full-time,4,,M,10+,"['css', 'html', 'java', 'typescript']",1334.29911173802
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'typescript']",1040.604628111776
full-time,4,Terciario,M,10+,"['c++', 'c#', 'css', 'html', 'javascript', 'php']",1277.1148640921047
full-time,3,Universitario,M,1-2,"['.net', 'c#']",569.9363348709542
full-time,3,Universitario,M,1-2,['python'],610.8802561854294
full-time,2,,M,3-5,"['.net', 'sql', 'vba']",762.4566352788685
full-time,2,,M,6-10,"['bash/shell', 'powershell']",1296.1762799740764
full-time,2,Universitario,M,3-5,['python'],591.2712820708322
full-time,3,Universitario,M,10+,['python'],2674.0879112500475
full-time,3,Universitario,M,6-10,"['.net', 'c#', 'html', 'javascript', 'sql', 'typescript']",953.0707940985857
full-time,1,,M,6-10,"['cobol', 'sql']",609.9653082230948
full-time,3,,M,10+,"['.net', 'c#', 'css', 'html', 'sql']",1223.742899622584
full-time,3,,M,10+,"['go', 'java', 'javascript']",2173.0014105447754
full-time,2,,M,1-2,"['css', 'html', 'javascript']",457.4739811673211
full-time,2,Universitario,M,6-10,"['r', 'sql']",842.5145819831497
full-time,2,Universitario,M,10+,"['c', 'go', 'python', 'sql']",2016.6978003126071
full-time,2,,M,10+,['bash/shell'],1177.9955015058517
full-time,3,Universitario,M,10+,"['html', 'javascript', 'perl', 'php', 'sql']",1219.9306164461896
full-time,4,Terciario,M,3-5,"['javascript', 'python']",648.0881399870382
full-time,3,,M,1-2,"['.net', 'c#', 'sql']",590.9038923411231
full-time,2,,M,10+,"['bash/shell', 'python', 'sql']",1303.8008463268652
full-time,2,Terciario,M,0-1,['sql'],314.51336205253324
full-time,3,,M,3-5,"['.net', 'bash/shell', 'c#', 'html', 'java', 'javascript', 'python', 'sql']",1372.4219435019634
full-time,2,,M,3-5,"['html', 'java', 'javascript', 'sql', 'typescript']",1166.558651976669
full-time,3,,M,6-10,['c#'],953.0707940985857
full-time,2,Secundario,M,1-2,"['.net', 'bash/shell', 'c#', 'dart', 'go', 'html', 'sql']",648.0881399870382
full-time,2,Terciario,M,1-2,"['css', 'html', 'javascript', 'solidity', 'typescript']",304.9826541115474
full-time,4,,M,0-1,"['css', 'html', 'javascript', 'php', 'python', 'sql']",571.8424764591514
full-time,3,,M,6-10,['sql'],1353.3605276199917
full-time,2,,M,3-5,['sql'],741.1078494910602
full-time,2,Universitario,M,6-10,"['css', 'html', 'javascript', 'ruby', 'typescript']",1040.7533071556554
full-time,3,Universitario,M,6-10,"['css', 'html', 'java', 'javascript', 'typescript']",3812.2831763943427
full-time,3,,M,1-2,"['python', 'ruby']",1334.29911173802
full-time,4,Universitario,M,3-5,"['clojure', 'javascript']",1715.5274293774542
full-time,4,,M,1-2,"['javascript', 'php']",1086.5007052723877
full-time,2,,M,6-10,"['css', 'html', 'java', 'javascript', 'php', 'sql']",1143.6849529183028
full-time,3,Universitario,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1448.6676070298502
full-time,3,Maestría,M,6-10,['python'],1372.4219435019634
full-time,3,,M,3-5,['bash/shell'],1810.17117151462
full-time,1,Terciario,M,6-10,"['css', 'javascript']",350.73005222827953
full-time,2,,M,3-5,['python'],812.0163165719949
full-time,4,Universitario,M,3-5,"['java', 'kotlin', 'swift', 'typescript']",2497.807937173573
full-time,3,Universitario,M,0-1,"['css', 'html', 'javascript']",479.69959208570015
full-time,3,Terciario,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'ruby', 'rust', 'sql']",3545.4233540467385
full-time,3,,M,3-5,"['python', 'sql']",800.579467042812
full-time,3,,M,1-2,"['java', 'sql']",934.0093782166139
full-time,2,,M,1-2,['bash/shell'],1067.439289390416
full-time,3,Terciario,M,1-2,"['css', 'html', 'javascript', 'php', 'sql']",953.0707940985857
full-time,4,Universitario,M,1-2,"['bash/shell', 'python', 'scala', 'sql']",1143.6849529183028
full-time,3,Universitario,M,1-2,"['bash/shell', 'css', 'html', 'java', 'javascript', 'ruby', 'sql', 'typescript']",1086.5007052723877
full-time,3,,M,0-1,"['javascript', 'python', 'sql', 'typescript']",670.9618390454043
full-time,2,Universitario,M,10+,"['bash/shell', 'groovy', 'html', 'java', 'javascript', 'sql']",2668.59822347604
full-time,2,,M,10+,"['bash/shell', 'python', 'sql']",2016.6978003126071
full-time,3,Posgrado/Especialización,M,10+,"['bash/shell', 'go', 'python', 'sql']",4765.353970492928
full-time,2,Universitario,M,10+,"['c++', 'c#']",724.3338035149251
full-time,1,,M,1-2,"['html', 'javascript', 'typescript']",686.2109717509817
full-time,3,Maestría,M,10+,"['go', 'java', 'javascript', 'sql']",1982.3872517250581
full-time,3,,M,10+,"['python', 'sql']",6099.653082230948
full-time,3,Universitario,M,1-2,"['.net', 'c#', 'html', 'javascript', 'sql', 'typescript']",540.2615226259006
full-time,2,,M,3-5,"['go', 'python']",1906.1415881971714
full-time,2,Secundario,M,6-10,"['css', 'html', 'javascript']",1524.913270557737
full-time,3,,M,3-5,['java'],1334.29911173802
full-time,3,Universitario,M,3-5,"['.net', 'c#', 'sql']",1204.6814837406123
full-time,4,,M,10+,"['elixir', 'ruby']",5337.19644695208
full-time,1,Universitario,M,0-1,"['java', 'sql']",495.59681293126454
full-time,3,,M,3-5,"['css', 'html', 'javascript']",457.4739811673211
full-time,2,Universitario,M,1-2,"['python', 'sql']",533.719644695208
full-time,1,,M,10+,"['java', 'javascript', 'vba']",1219.9306164461896
full-time,2,Terciario,M,1-2,"['bash/shell', 'groovy', 'sql']",407.9142998741946
full-time,2,Doctorado,M,0-1,"['python', 'sql', 'julia']",853.9514315123328
full-time,3,,M,3-5,"['css', 'html', 'kotlin', 'php']",1143.6849529183028
full-time,2,,M,10+,"['.net', 'javascript', 'python', 'typescript', 'vba']",1768.899393846975
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'php', 'sql']",860.0510845945637
full-time,4,,M,1-2,"['python', 'sql']",853.9514315123328
full-time,3,,M,10+,"['java', 'kotlin', 'sql']",1048.3778735084443
full-time,3,Universitario,M,1-2,"['javascript', 'python', 'sql', 'typescript']",1406.7324920895123
full-time,3,Universitario,M,6-10,"['c', 'html', 'java', 'javascript', 'perl', 'php', 'python', 'ruby', 'sql', 'typescript']",1796.3859555487782
full-time,2,,M,10+,"['.net', 'c#', 'html', 'php', 'sql', 'vba']",1358.3164957493043
full-time,1,Maestría,M,10+,"['bash/shell', 'c++', 'html', 'javascript', 'php', 'python', 'r', 'sql']",1087.7912774960926
full-time,3,,M,6-10,"['html', 'javascript', 'php', 'python', 'sql']",1521.1009873813427
full-time,2,Universitario,M,10+,['bash/shell'],638.8409896687126
full-time,3,,M,0-1,"['python', 'sql', 'dax']",648.0881399870382
full-time,3,,M,10+,"['.net', 'bash/shell', 'html', 'javascript', 'typescript']",2439.861232892379
full-time,3,Terciario,M,1-2,"['css', 'html', 'javascript', 'kotlin', 'php', 'sql', 'swift', 'typescript']",734.6269680911898
full-time,3,Universitario,M,0-1,"['javascript', 'python']",377.4160344630399
full-time,3,,M,3-5,['sql'],721.8558194502688
full-time,3,Universitario,M,1-2,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']",609.9653082230948
full-time,3,,M,10+,"['html', 'javascript', 'php', 'sql']",2322.904197323777
full-time,2,,M,10+,"['.net', 'bash/shell', 'c#', 'sql']",617.5898745758835
full-time,1,,M,3-5,"['css', 'go', 'javascript', 'python', 'sql']",991.1936258625291
full-time,4,Universitario,M,6-10,"['arduino', 'bash/shell', 'c', 'c++', 'css', 'html', 'java', 'javascript', 'python']",1258.053448210133
full-time,2,Universitario,M,1-2,"['bash/shell', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']",975.9444931569517
full-time,3,Terciario,M,1-2,"['html', 'java']",1021.6918912736838
full-time,3,,M,6-10,['python'],1315.2376958560483
full-time,2,Universitario,M,10+,"['.net', 'c#', 'sql', 'vba']",705.2723876329534
full-time,3,Universitario,M,3-5,"['python', 'rust']",1029.3164576264726
full-time,4,Posgrado/Especialización,M,1-2,"['python', 'sql']",475.1341542449773
full-time,4,Maestría,M,10+,"['.net', 'c#', 'html', 'sql']",1317.6966185048225
full-time,2,,M,0-1,['bash/shell'],1524.913270557737
full-time,2,Universitario,M,10+,"['.net', 'c#', 'php', 'sql', 'vba']",1358.3164957493043
full-time,2,,M,3-5,"['bash/shell', 'groovy']",491.9865807632191
full-time,2,,M,10+,"['bash/shell', 'html', 'php', 'python', 'sql']",1402.9202089131181
full-time,2,,M,0-1,"['java', 'javascript']",377.79345049750293
full-time,3,Maestría,M,10+,"['bash/shell', 'python']",1475.3535892646105
full-time,2,Universitario,M,0-1,"['css', 'javascript', 'php', 'sql', 'typescript']",476.53539704929284
full-time,3,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1787.9608097289467
full-time,3,Universitario,M,1-2,"['.net', 'c#', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']",503.0307651252335
full-time,3,,M,1-2,"['.net', 'bash/shell', 'c#', 'python', 'sql']",953.0707940985857
full-time,2,Universitario,M,10+,"['bash/shell', 'css', 'go', 'html', 'javascript', 'php', 'python', 'scala', 'typescript']",1715.5274293774542
full-time,2,,M,6-10,"['c++', 'java', 'javascript', 'python', 'sql']",1143.6849529183028
full-time,3,,M,10+,"['.net', 'c#', 'sql']",4002.8973352140597
full-time,3,,M,10+,"['css', 'html', 'javascript', 'php', 'sql']",823.453166101178
full-time,2,Universitario,M,10+,"['bash/shell', 'python']",862.6968091189814
full-time,3,,M,6-10,['java'],1334.29911173802
full-time,1,Universitario,M,6-10,"['css', 'dart', 'html', 'javascript', 'python', 'r']",800.579467042812
full-time,4,Secundario,M,10+,"['bash/shell', 'javascript', 'sql', 'typescript']",3431.0548587549083
full-time,3,,M,1-2,"['html', 'javascript', 'ruby']",876.8251305706988
full-time,3,Secundario,M,6-10,['bash/shell'],1528.7255537341314
full-time,3,,M,10+,['bash/shell'],609.9653082230948
full-time,3,Universitario,M,0-1,"['css', 'javascript', 'typescript']",308.79493728794176
full-time,3,Universitario,M,6-10,"['.net', 'javascript', 'sql']",1448.6676070298502
full-time,4,,M,1-2,"['css', 'html', 'javascript', 'typescript']",838.7022988067554
full-time,3,,M,10+,"['.net', 'c#', 'java', 'sql', 'vba']",838.7022988067554
full-time,4,,M,0-1,['powershell'],1302.4093629674812
full-time,2,,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript']",648.0881399870382
full-time,3,,M,6-10,"['.net', 'css', 'html', 'javascript', 'sql']",1372.4219435019634
full-time,2,Terciario,M,1-2,"['php', 'sql']",2859.212382295757
full-time,2,Terciario,M,10+,"['java', 'javascript', 'python', 'sql', 'typescript']",1258.053448210133
full-time,1,Universitario,M,0-1,"['python', 'sql']",484.15996340208153
full-time,3,,M,10+,"['bash/shell', 'python']",2287.3699058366055
full-time,2,Universitario,M,3-5,"['.net', 'c#', 'javascript']",686.2109717509817
full-time,4,Universitario,M,6-10,"['java', 'javascript']",758.6443521024742
full-time,3,Universitario,M,1-2,"['css', 'html', 'javascript', 'sql', 'typescript']",609.9653082230948
full-time,2,Universitario,M,10+,"['bash/shell', 'python', 'sql']",1631.6571994967785
full-time,2,,M,10+,"['.net', 'c#', 'perl', 'php', 'sql', 'swift']",2287.3699058366055
full-time,2,Secundario,M,6-10,"['css', 'html', 'java', 'sql', 'typescript']",876.8251305706988
full-time,4,,M,10+,"['python', 'typescript']",2668.59822347604
full-time,2,Universitario,M,1-2,['javascript'],514.6582288132363
full-time,2,,M,1-2,['javascript'],381.22831763943424
full-time,2,Universitario,M,6-10,"['.net', 'c#', 'sql']",1909.9538713735656
full-time,3,,M,1-2,"['.net', 'bash/shell', 'c#', 'html', 'java', 'javascript', 'sql', 'typescript']",587.0916091647288
full-time,2,,M,6-10,"['bash/shell', 'go', 'java', 'javascript', 'python', 'sql']",1936.6398536083261
full-time,4,,M,1-2,['javascript'],648.0881399870382
full-time,1,Secundario,M,0-1,"['javascript', 'typescript']",686.2109717509817
full-time,2,,M,10+,"['abap', 'sql']",1143.6849529183028
full-time,3,,M,10+,"['java', 'python']",1334.29911173802
full-time,3,Terciario,M,1-2,"['javascript', 'php']",1906.1415881971714
full-time,4,,M,10+,"['abap', 'sql']",1829.8959246692843
full-time,4,Terciario,M,0-1,"['bash/shell', 'javascript', 'typescript']",510.8459456368419
full-time,3,Universitario,M,6-10,"['bash/shell', 'java', 'javascript', 'sql']",1440.2805840417825
full-time,2,Universitario,M,3-5,"['go', 'javascript', 'sql']",892.8329076283786
full-time,3,Universitario,M,0-1,"['bash/shell', 'sql']",648.0881399870382
full-time,3,,M,10+,['java'],2630.4753917120966
full-time,2,Universitario,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",1029.3164576264726
full-time,3,,M,10+,"['bash/shell', 'html', 'javascript', 'python', 'sql']",1798.444588464031
full-time,3,Terciario,M,3-5,"['c', 'sql']",857.7637146887271
full-time,3,Universitario,M,10+,"['.net', 'c', 'css', 'html', 'javascript', 'sql']",560.4056269299683
full-time,2,,M,10+,"['javascript', 'python']",1448.6676070298502
full-time,2,Terciario,M,10+,"['bash/shell', 'css', 'html', 'python', 'sql']",1025.5041744500782
full-time,2,Universitario,M,1-2,"['css', 'go', 'html', 'java', 'javascript']",991.1936258625291
full-time,3,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",1391.483359383935
full-time,3,,M,6-10,"['css', 'javascript', 'typescript']",3202.317868171248
full-time,2,Universitario,M,1-2,"['.net', 'javascript']",667.14955586901
full-time,3,Universitario,M,1-2,['java'],800.579467042812
full-time,3,,M,3-5,['java'],1677.4045976135108
full-time,1,Universitario,M,1-2,"['.net', 'c#']",609.9653082230948
full-time,3,,M,3-5,"['bash/shell', 'python', 'scala', 'sql']",1143.6849529183028
full-time,3,Secundario,M,6-10,"['css', 'html', 'java', 'sql', 'typescript']",1307.23190118562
full-time,3,,M,10+,"['bash/shell', 'html', 'javascript', 'php', 'sql']",1906.1415881971714
full-time,3,Universitario,M,3-5,"['go', 'php']",2134.878578780832
full-time,2,Terciario,M,6-10,"['css', 'html', 'php', 'python', 'sql']",953.0707940985857
full-time,2,Universitario,M,1-2,['javascript'],686.2109717509817
full-time,3,,M,6-10,['sql'],838.7022988067554
full-time,4,Universitario,M,3-5,['javascript'],3621.6690175746253
full-time,2,Universitario,M,0-1,"['javascript', 'php']",457.4739811673211
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'php']",495.59681293126454
full-time,2,,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1334.29911173802
full-time,2,,M,10+,"['.net', 'bash/shell', 'c#', 'html', 'javascript', 'sql', 'typescript']",1181.8077846822462
full-time,2,,M,10+,"['bash/shell', 'javascript', 'kotlin', 'python', 'sql', 'typescript']",1604.166825511799
full-time,3,Secundario,M,0-1,"['.net', 'c#', 'css', 'dart', 'javascript', 'kotlin', 'objective-c', 'sql', 'swift']",304.9826541115474
full-time,4,Universitario,M,10+,"['go', 'typescript']",8048.492242003736
full-time,3,,M,10+,"['.net', 'bash/shell', 'c++', 'cobol', 'go', 'javascript', 'kotlin', 'python', 'scala']",1906.1415881971714
full-time,3,,M,3-5,['javascript'],762.4566352788685
full-time,3,,M,10+,"['bash/shell', 'html', 'php', 'python', 'sql']",1143.6849529183028
full-time,2,Universitario,M,10+,"['go', 'java', 'javascript', 'kotlin', 'typescript']",4041.020166978003
full-time,3,,M,3-5,"['css', 'html', 'javascript']",1490.3472989973695
full-time,4,,M,6-10,"['python', 'typescript']",3431.0548587549083
full-time,4,,M,0-1,"['.net', 'c#', 'css', 'html', 'javascript', 'python', 'sql', 'typescript', 'vba']",457.4739811673211
full-time,2,,M,3-5,"['.net', 'bash/shell', 'c', 'c++', 'c#', 'vba']",594.7161755175174
full-time,2,,M,10+,['bash/shell'],2535.1683123022376
full-time,2,,M,1-2,"['.net', 'c#', 'css', 'html', 'javascript']",419.3511494033777
full-time,2,Universitario,M,10+,['vba'],838.7022988067554
full-time,3,Universitario,M,1-2,['python'],819.6408829247837
full-time,4,,M,1-2,"['go', 'javascript', 'typescript']",2325.1115092829095
full-time,3,,M,3-5,"['go', 'python', 'ruby']",3240.4406999351913
full-time,1,,M,10+,"['.net', 'c#', 'html', 'javascript', 'php', 'python', 'sql', 'vba']",533.719644695208
full-time,4,Secundario,M,3-5,"['css', 'html', 'javascript', 'php', 'sql']",1280.927147268499
full-time,4,Terciario,M,1-2,"['css', 'html', 'javascript']",762.4566352788685
full-time,2,Universitario,M,3-5,"['css', 'html', 'javascript', 'typescript']",1048.3778735084443
full-time,3,,M,10+,"['bash/shell', 'go', 'python', 'scala']",2134.878578780832
full-time,2,,M,0-1,"['go', 'html', 'java', 'python']",686.2109717509817
full-time,1,,M,10+,"['.net', 'bash/shell', 'html', 'java', 'javascript', 'sql', 'typescript']",1334.29911173802
full-time,2,,M,6-10,['javascript'],953.0707940985857
full-time,2,,M,3-5,"['css', 'html', 'javascript', 'python', 'typescript']",2096.7557470168886
full-time,2,Universitario,M,10+,"['javascript', 'python']",1444.8553238534557
full-time,3,Universitario,M,0-1,"['bash/shell', 'go', 'sql']",571.8424764591514
full-time,2,,M,3-5,"['java', 'typescript']",937.8216613930083
full-time,2,Terciario,M,1-2,"['css', 'html', 'java', 'javascript', 'swift']",396.4774503450116
full-time,2,,M,6-10,"['php', 'python']",1200.8692005642179
full-time,2,Maestría,M,10+,"['python', 'r', 'sql']",1292.3639967976821
full-time,2,Universitario,M,10+,['sql'],1143.6849529183028
full-time,3,Terciario,M,1-2,"['groovy', 'java', 'javascript']",876.8251305706988
full-time,3,,M,10+,"['javascript', 'python']",1601.158934085624
full-time,3,Universitario,M,6-10,"['html', 'javascript', 'php', 'sql']",1715.5274293774542
full-time,2,,M,6-10,"['bash/shell', 'python']",4155.388662269834
full-time,3,Universitario,M,3-5,"['css', 'html', 'javascript', 'ruby', 'sql', 'typescript']",3175.6318859364874
full-time,2,Universitario,M,6-10,"['python', 'sql']",1096.0314132133735
full-time,4,,M,10+,"['html', 'javascript', 'typescript']",5337.19644695208
full-time,3,Universitario,M,10+,"['html', 'javascript', 'php']",1402.9202089131181
full-time,2,,M,3-5,"['javascript', 'typescript']",1296.1762799740764
full-time,1,Universitario,M,1-2,"['css', 'html', 'javascript', 'php']",819.6408829247837
full-time,3,Terciario,M,6-10,"['java', 'php', 'typescript']",1372.4219435019634
full-time,2,,M,6-10,['python'],587.0916091647288
full-time,3,,M,6-10,['c++'],825.020014486676
full-time,1,Universitario,M,1-2,['vba'],419.3511494033777
full-time,2,,M,3-5,"['javascript', 'php', 'typescript']",1593.534367732835
full-time,3,,M,10+,['python'],2436.0489497159847
full-time,3,,M,6-10,"['java', 'scala', 'sql']",1896.664252220655
full-time,2,,M,0-1,"['.net', 'c#', 'html', 'javascript', 'sql']",419.3511494033777
full-time,2,Universitario,M,10+,"['html', 'java']",419.3511494033777
full-time,2,,M,1-2,"['bash/shell', 'java', 'sql']",545.1564942243909
full-time,2,Universitario,M,6-10,"['css', 'html', 'javascript', 'php', 'sql']",686.2109717509817
full-time,3,,M,1-2,"['css', 'html', 'javascript']",446.0371316381381
full-time,3,,M,6-10,['bash/shell'],1181.8077846822462
full-time,4,Universitario,M,1-2,"['bash/shell', 'python', 'sql']",5735.580038885289
full-time,3,Universitario,M,10+,"['.net', 'c++', 'sql']",1029.3164576264726
full-time,3,,M,3-5,"['.net', 'c#', 'java', 'javascript', 'kotlin', 'sql']",974.0421638519309
full-time,1,,M,1-2,['bash/shell'],819.6408829247837
full-time,4,,M,1-2,"['javascript', 'typescript']",617.5898745758835
full-time,4,Terciario,M,1-2,"['css', 'html', 'javascript']",800.579467042812
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'python', 'typescript']",1296.1762799740764
full-time,3,Universitario,M,0-1,"['css', 'html', 'java', 'javascript']",810.1101749837978
full-time,3,,M,1-2,['python'],552.7810605771797
full-time,2,,M,1-2,"['bash/shell', 'python']",533.719644695208
full-time,3,Universitario,M,6-10,"['css', 'html']",495.59681293126454
full-time,2,,M,1-2,['sql'],734.2800503221379
full-time,3,Universitario,M,10+,"['bash/shell', 'go', 'javascript', 'perl', 'python', 'typescript']",6480.881399870383
full-time,2,Universitario,M,3-5,"['.net', 'c#', 'html', 'javascript', 'sql']",1067.439289390416
full-time,2,,M,6-10,"['.net', 'c#', 'javascript']",2477.9840646563225
full-time,3,,M,1-2,['swift'],725.8587167854828
full-time,3,Secundario,M,10+,"['java', 'python', 'sql']",1799.7788875757692
full-time,3,Secundario,M,3-5,"['css', 'html', 'java', 'javascript', 'typescript']",2249.247074072662
full-time,3,Universitario,M,0-1,['java'],638.9386603636918
full-time,3,Universitario,M,10+,"['css', 'html', 'javascript']",2558.7396591818842
full-time,2,Secundario,M,6-10,"['groovy', 'java']",1963.3258358430865
full-time,3,,M,0-1,"['python', 'sql']",648.0881399870382
full-time,3,,M,0-1,"['java', 'javascript', 'typescript']",503.0307651252335
full-time,2,,M,10+,['sql'],934.0093782166139
full-time,3,,M,0-1,['python'],419.3511494033777
full-time,3,Terciario,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",838.7022988067554
full-time,2,Universitario,M,0-1,"['css', 'html', 'javascript', 'python', 'typescript']",251.6106896420266
full-time,2,Terciario,M,3-5,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'vba']",914.9479623346422
full-time,3,,M,6-10,"['html', 'javascript', 'python']",993.9460943158858
full-time,2,,M,1-2,"['bash/shell', 'c#']",392.6651671686173
full-time,3,Universitario,M,0-1,"['css', 'html', 'javascript', 'php', 'swift']",267.62227898288285
full-time,2,Universitario,M,3-5,['javascript'],1391.483359383935
full-time,3,Terciario,M,1-2,"['c#', 'php', 'sql']",783.38210514277
full-time,2,,M,3-5,['bash/shell'],762.4566352788685
full-time,1,Universitario,M,1-2,"['python', 'sql']",724.3338035149251
full-time,4,Universitario,M,10+,"['sql', 'vba']",914.9479623346422
full-time,2,,M,10+,"['css', 'html', 'javascript', 'sql', 'typescript', 'pl/sql']",914.9479623346422
full-time,2,,M,3-5,"['java', 'javascript', 'python']",876.8251305706988
full-time,3,,M,10+,"['.net', 'c#']",1692.653730319088
full-time,3,,M,1-2,['c'],1372.4219435019634
full-time,3,Universitario,M,10+,"['.net', 'c#', 'sql']",1334.29911173802
full-time,2,Universitario,M,3-5,"['javascript', 'python', 'typescript']",1906.1415881971714
full-time,3,Terciario,M,6-10,"['sql', 'vba']",1216.1183332697954
full-time,4,Universitario,M,3-5,['javascript'],1193.2446342114292
full-time,3,,M,3-5,"['bash/shell', 'sql']",1372.4219435019634
full-time,3,,M,10+,"['bash/shell', 'html', 'python']",1029.3164576264726
full-time,3,,M,1-2,['dart'],617.484808051542
full-time,3,,M,10+,['sql'],1502.039571499371
full-time,1,Universitario,M,10+,"['.net', 'assembler', 'bash/shell', 'c++', 'c#', 'delphi', 'groovy', 'html', 'java', 'javascript', 'sql', 'vba']",2267.42404025771
full-time,3,,M,1-2,"['bash/shell', 'css', 'go', 'html', 'java', 'javascript', 'typescript']",1227.5551827989782
full-time,1,Universitario,M,6-10,"['c#', 'javascript', 'php', 'vba']",914.9479623346422
full-time,2,Universitario,M,10+,"['cobol', 'python']",1620.2203499675957
full-time,3,,M,0-1,"['.net', 'c#', 'css', 'html', 'sql', 'typescript']",320.23178681712477
full-time,2,,M,10+,"['dart', 'go', 'html', 'javascript', 'sql', 'typescript']",1715.5274293774542
full-time,1,,M,10+,['sql'],415.5388662269833
full-time,3,,M,1-2,"['css', 'html', 'javascript', 'ruby', 'sql']",1646.906332202356
full-time,4,Universitario,M,6-10,"['go', 'java', 'kotlin', 'python']",3583.546185810682
full-time,4,,M,10+,"['bash/shell', 'python']",2302.00907323396
full-time,3,Secundario,M,6-10,['bash/shell'],712.6453432961
full-time,1,Universitario,M,10+,['sql'],812.0163165719949
full-time,1,,M,10+,"['bash/shell', 'c++', 'c#', 'css', 'html', 'javascript', 'typescript']",1208.4937669170065
full-time,3,,M,10+,"['arduino', 'assembler', 'c', 'c++', 'java', 'sql']",1563.0361023216803
full-time,1,Universitario,M,10+,"['.net', 'c#', 'javascript', 'sql']",381.22831763943424
full-time,3,Universitario,M,1-2,"['java', 'php', 'sql']",514.6582288132363
full-time,4,,M,3-5,"['javascript', 'php', 'sql']",2333.117303953338
full-time,4,,M,6-10,['python'],3431.0548587549083
full-time,3,,M,10+,"['java', 'javascript', 'sql', 'vba']",1360.9850939727803
full-time,2,,M,1-2,"['java', 'javascript', 'sql', 'vba']",446.0371316381381
full-time,3,,M,3-5,"['html', 'java', 'javascript', 'typescript']",781.5180511608402
full-time,3,Universitario,M,3-5,"['bash/shell', 'go', 'python']",1715.5274293774542
full-time,1,Universitario,M,6-10,"['css', 'html', 'javascript', 'php', 'sql']",365.97918493385686
full-time,1,,M,1-2,['java'],381.22831763943424
full-time,3,Maestría,M,6-10,"['arduino', 'python', 'r']",1715.5274293774542
full-time,2,,M,10+,['sql'],1663.6841904616674
full-time,2,Universitario,M,10+,['sql'],2439.861232892379
full-time,2,,M,10+,"['.net', 'vba']",1136.0603865655141
full-time,1,Universitario,M,10+,['bash/shell'],1285.4942625138194
full-time,3,Secundario,M,1-2,"['css', 'html', 'javascript', 'sql', 'typescript']",953.0707940985857
full-time,3,,M,6-10,['java'],1753.6502611413976
full-time,2,Posgrado/Especialización,M,10+,"['.net', 'c#', 'php', 'sql']",2020.5100834890015
