work_dedication,salary_comparison_last_semester,profile_level_study,profile_gender,profile_experience_range,list_of_normalized_languages,usd_monthly_gross_salary
full-time,2,Terciario,M,6-10,"['css', 'dart', 'html', 'javascript', 'python', 'sql', 'typescript']",1076.5887690137624
full-time,3,Universitario,M,1-2,"['java', 'kotlin']",796.0047272311388
full-time,3,Terciario,M,10+,"['.net', 'html', 'java', 'javascript', 'sql']",1143.6849529183028
full-time,4,Universitario,M,1-2,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",1658.343181731539
full-time,2,Terciario,M,3-5,"['bash/shell', 'html', 'javascript', 'php', 'python', 'typescript']",609.9653082230948
full-time,3,Universitario,M,6-10,"['css', 'dart', 'go', 'html', 'java', 'javascript', 'kotlin', 'sql', 'typescript']",1528.7255537341314
full-time,2,Terciario,M,1-2,"['c#', 'sql']",495.59681293126454
full-time,3,,M,3-5,"['html', 'java', 'javascript', 'sql', 'vba']",998.8181922153177
full-time,3,,M,6-10,"['javascript', 'typescript']",1524.913270557737
full-time,3,,M,3-5,"['html', 'javascript', 'php']",1086.5007052723877
full-time,3,Universitario,M,6-10,"['java', 'sql']",1277.1148640921047
full-time,3,,M,3-5,"['javascript', 'python', 'sql']",4946.05619305402
full-time,3,,M,10+,"['.net', 'bash/shell', 'c++', 'c#', 'delphi', 'html', 'sql', 'typescript']",1334.29911173802
full-time,1,,M,0-1,"['abap', 'css', 'html', 'javascript', 'sql']",343.10548587549084
full-time,3,Terciario,M,1-2,"['html', 'javascript', 'sql', 'typescript']",762.4566352788685
full-time,1,Universitario,M,10+,"['bash/shell', 'python']",2085.3188974877053
full-time,3,Posgrado/Especialización,M,3-5,"['go', 'java', 'objective-c', 'python']",1482.9781556173994
full-time,2,,M,0-1,"['html', 'java', 'sql']",324.0440699935191
full-time,3,Universitario,M,10+,"['bash/shell', 'c++', 'python']",1563.0361023216803
full-time,3,Universitario,M,3-5,"['css', 'html', 'javascript', 'sql', 'typescript']",2096.7557470168886
full-time,2,,M,6-10,['python'],1601.158934085624
full-time,1,Maestría,M,6-10,"['python', 'sql']",1258.053448210133
full-time,2,,M,3-5,"['css', 'html', 'javascript', 'typescript']",686.2109717509817
full-time,2,,M,1-2,['java'],381.22831763943424
full-time,3,,M,6-10,"['javascript', 'python', 'typescript']",2973.580877587587
full-time,3,,M,10+,"['.net', 'c#', 'sql']",1486.7904387937936
full-time,3,,M,6-10,"['html', 'java', 'javascript', 'sql']",1334.29911173802
full-time,2,,M,6-10,"['html', 'javascript', 'python', 'sql']",2218.748808661507
full-time,3,,M,3-5,"['css', 'html', 'java', 'javascript', 'sql']",990.7170904654797
full-time,3,Universitario,M,1-2,"['.net', 'javascript', 'sql']",571.8424764591514
full-time,3,Universitario,M,10+,"['bash/shell', 'python']",1982.3872517250581
full-time,3,,M,10+,"['.net', 'c#', 'css', 'java', 'javascript', 'python', 'sql', 'typescript']",1887.0801723151997
full-time,3,,M,1-2,['java'],1982.3872517250581
full-time,3,Terciario,M,3-5,"['.net', 'c#', 'javascript', 'typescript']",1615.2567572719302
full-time,3,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql']",800.579467042812
full-time,3,Terciario,M,6-10,"['.net', 'c', 'html', 'javascript', 'kotlin', 'vba']",1677.4045976135108
full-time,2,,M,6-10,"['css', 'html', 'java', 'javascript', 'sql']",914.9479623346422
full-time,4,Terciario,M,3-5,"['.net', 'c#']",808.2040333956006
full-time,3,,M,6-10,"['c#', 'python']",1906.1415881971714
full-time,1,,M,6-10,"['.net', 'bash/shell', 'groovy', 'html', 'java', 'javascript', 'perl', 'sql', 'typescript']",1258.053448210133
full-time,3,,M,10+,"['html', 'sql']",876.8251305706988
full-time,4,,M,6-10,"['python', 'sql']",2466.5472151271397
full-time,2,,M,3-5,"['bash/shell', 'sql']",1021.520338530746
full-time,2,Universitario,M,6-10,"['.net', 'arduino', 'c++', 'c#', 'css', 'go', 'html', 'java', 'javascript', 'kotlin', 'php', 'python', 'sql', 'typescript']",1143.6849529183028
full-time,3,,M,1-2,['kotlin'],589.7602073882048
full-time,2,,M,6-10,"['java', 'sql']",1258.053448210133
full-time,4,,M,0-1,"['javascript', 'sql', 'typescript']",1380.046509854752
full-time,4,,M,10+,['python'],1906.1415881971714
full-time,3,Universitario,M,1-2,"['bash/shell', 'html', 'javascript', 'python', 'sql']",1829.8959246692843
full-time,3,Universitario,M,10+,"['groovy', 'scala']",1829.8959246692843
full-time,1,Universitario,M,10+,"['bash/shell', 'javascript', 'python', 'sql']",1383.8587930311464
full-time,3,,M,10+,"['.net', 'html', 'java', 'javascript', 'sql']",1394.121459342
full-time,2,,M,0-1,"['objective-c', 'swift']",1056.002439861233
full-time,3,,M,10+,"['bash/shell', 'python']",2897.3352140597003
full-time,2,Posgrado/Especialización,M,3-5,"['python', 'sql']",964.5076436277686
full-time,2,,M,6-10,"['html', 'php']",1147.4972360946972
full-time,4,Posgrado/Especialización,M,3-5,['sql'],1715.5274293774542
full-time,3,,M,10+,"['java', 'javascript', 'kotlin', 'sql']",3716.976096984484
full-time,2,,M,10+,"['css', 'html', 'java', 'javascript', 'sql', 'typescript']",1677.4045976135108
full-time,3,Secundario,M,10+,"['bash/shell', 'java', 'sql']",4002.8973352140597
full-time,1,,M,3-5,"['bash/shell', 'python']",1185.6200678586406
full-time,4,Universitario,M,6-10,"['dart', 'kotlin']",1906.1415881971714
full-time,4,,M,6-10,"['javascript', 'python', 'typescript']",1652.2587777820136
full-time,3,,M,3-5,"['c++', 'javascript']",1143.6849529183028
full-time,2,Universitario,M,10+,"['.net', 'css', 'html', 'php', 'sql', 'vba']",914.9479623346422
full-time,3,Universitario,M,6-10,"['java', 'kotlin']",3752.049102207312
full-time,3,,M,0-1,"['javascript', 'sql']",609.9653082230948
full-time,2,,M,3-5,"['java', 'kotlin', 'sql']",1200.8692005642179
full-time,2,Universitario,M,3-5,"['bash/shell', 'html', 'python']",1097.9375548015707
full-time,2,,M,3-5,"['javascript', 'ruby']",571.8424764591514
full-time,3,Terciario,M,0-1,"['.net', 'c#', 'sql']",1143.6849529183028
full-time,4,Universitario,M,6-10,['sql'],1715.5274293774542
full-time,3,Universitario,M,6-10,"['go', 'groovy', 'java', 'sql']",3812.2831763943427
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'typescript']",800.579467042812
full-time,2,Secundario,M,1-2,"['css', 'go', 'html', 'javascript', 'sql', 'typescript']",1067.439289390416
full-time,3,,M,10+,"['bash/shell', 'python']",2096.7557470168886
full-time,3,Universitario,M,10+,"['css', 'html', 'java', 'javascript']",2973.580877587587
full-time,1,,M,10+,['bash/shell'],953.0707940985857
full-time,3,Universitario,M,3-5,['java'],686.2109717509817
full-time,3,,M,0-1,"['java', 'typescript']",495.59681293126454
full-time,4,,M,10+,"['bash/shell', 'css', 'html', 'java', 'javascript', 'kotlin', 'python', 'sql', 'typescript']",3812.2831763943427
full-time,1,,M,10+,"['cobol', 'html', 'java', 'php']",1334.29911173802
full-time,4,Universitario,M,10+,"['javascript', 'typescript']",1347.108383210705
full-time,4,,M,6-10,"['.net', 'c#']",3049.826541115474
full-time,3,Universitario,M,3-5,"['bash/shell', 'python', 'sql']",991.1936258625291
full-time,2,Posgrado/Especialización,M,1-2,"['python', 'sql']",1639.2817658495674
full-time,2,Universitario,M,3-5,"['go', 'groovy', 'python']",2173.0014105447754
full-time,3,Universitario,M,3-5,"['.net', 'bash/shell', 'python', 'sql']",1851.8546757653157
full-time,4,Terciario,M,1-2,"['bash/shell', 'python']",1972.8565437840723
full-time,3,,M,1-2,"['css', 'html', 'javascript', 'php', 'sql']",1639.2817658495674
full-time,3,,M,10+,"['.net', 'sql', 'vba']",1524.913270557737
full-time,2,,M,1-2,"['java', 'python']",457.4739811673211
full-time,3,,M,3-5,"['bash/shell', 'css', 'html', 'java', 'javascript', 'php', 'sql', 'typescript']",2508.4823300674775
full-time,3,Universitario,M,0-1,"['.net', 'c#']",571.8424764591514
full-time,3,Universitario,M,1-2,"['objective-c', 'swift']",1189.4323510350348
full-time,3,,M,6-10,"['.net', 'c++', 'c#', 'html', 'java', 'javascript', 'sql']",1200.8692005642179
full-time,3,Terciario,M,0-1,['vba'],333.19354961686554
full-time,4,Universitario,M,10+,"['javascript', 'kotlin', 'python', 'swift']",4041.020166978003
full-time,4,,M,10+,"['go', 'java', 'typescript']",7624.566352788685
full-time,2,,M,10+,"['python', 'r', 'sql', 'vba']",2020.5100834890015
full-time,3,,M,10+,"['html', 'javascript', 'php', 'sql']",2287.3699058366055
full-time,2,Universitario,M,6-10,"['.net', 'c#', 'css', 'html', 'sql']",1448.6676070298502
full-time,2,Universitario,M,10+,['python'],2020.5100834890015
full-time,1,,M,6-10,"['bash/shell', 'python']",1814.1359460180702
full-time,2,Universitario,M,6-10,"['go', 'java']",3812.2831763943427
full-time,2,,M,10+,['sql'],1143.6849529183028
full-time,4,,M,1-2,['javascript'],1264.1831420837939
full-time,2,Universitario,M,10+,"['.net', 'c#', 'html', 'java', 'kotlin', 'sql', 'vba']",665.9982463497389
full-time,4,Posgrado/Especialización,M,6-10,"['bash/shell', 'go', 'javascript', 'python', 'scala', 'sql']",8387.022988067554
full-time,3,,M,10+,"['.net', 'abap', 'sql']",2020.5100834890015
full-time,2,,M,10+,"['.net', 'javascript', 'sql']",819.6408829247837
full-time,2,Universitario,M,1-2,"['.net', 'c#', 'javascript', 'sql']",573.7486180473486
full-time,3,,M,3-5,"['html', 'javascript', 'php', 'sql']",934.0093782166139
full-time,3,,M,0-1,"['java', 'kotlin']",1372.4219435019634
full-time,4,,M,3-5,"['css', 'html', 'javascript', 'php', 'python']",1334.29911173802
full-time,3,,M,6-10,"['c++', 'cobol', 'sql']",1448.6676070298502
full-time,4,,M,6-10,"['javascript', 'python']",5870.916091647287
full-time,2,,M,6-10,"['css', 'html', 'javascript', 'python', 'smalltalk', 'sql']",2477.9840646563225
full-time,3,Terciario,M,1-2,"['css', 'html', 'javascript', 'kotlin', 'python']",686.2109717509817
full-time,2,,M,6-10,"['python', 'sql']",2120.8874995234646
full-time,2,,M,6-10,"['java', 'javascript', 'python', 'sql']",1143.6849529183028
full-time,3,,M,10+,['sql'],1448.6676070298502
full-time,2,,M,10+,"['.net', 'c#', 'html', 'javascript', 'typescript']",1410.5447752659068
full-time,2,Universitario,M,1-2,"['css', 'html', 'javascript']",475.5289542907247
full-time,2,,M,10+,['sql'],1219.9306164461896
full-time,2,Terciario,M,0-1,"['.net', 'c#', 'html', 'sql']",381.22831763943424
full-time,2,,M,1-2,"['css', 'html', 'javascript', 'php', 'python', 'sql']",475.39171209637453
full-time,2,Universitario,M,6-10,"['java', 'sql']",1818.4590751401015
full-time,3,Universitario,M,6-10,"['java', 'python']",1685.0291639662994
full-time,3,Universitario,M,10+,"['cobol', 'java', 'sql']",1696.4660134954825
full-time,3,,M,10+,"['bash/shell', 'python']",2592.3525599481527
full-time,3,Terciario,M,0-1,"['html', 'java', 'javascript']",701.4601044565591
full-time,3,,M,10+,"['html', 'java', 'javascript', 'sql']",1601.158934085624
full-time,1,Universitario,M,0-1,"['python', 'sql']",381.22831763943424
full-time,3,Universitario,M,10+,"['bash/shell', 'python']",2066.2574816057336
full-time,2,,M,10+,"['html', 'javascript', 'python', 'sql', 'typescript']",1906.1415881971714
full-time,3,Posdoctorado,M,10+,"['c', 'python']",1334.29911173802
full-time,1,,M,6-10,['matlab'],1105.5621211543594
full-time,3,Universitario,M,6-10,"['dart', 'java', 'kotlin', 'objective-c', 'swift']",3812.2831763943427
full-time,4,,M,0-1,"['javascript', 'typescript']",635.8888338225763
full-time,2,,M,1-2,"['css', 'html', 'javascript', 'sql', 'typescript']",762.4566352788685
full-time,3,,M,1-2,['c#'],728.1460866913194
full-time,3,Terciario,M,6-10,"['bash/shell', 'c++', 'cobol', 'php', 'python', 'sql']",1105.5621211543594
full-time,4,,M,1-2,"['javascript', 'typescript']",734.8976401967138
full-time,2,Posgrado/Especialización,M,10+,"['bash/shell', 'python']",1143.6849529183028
full-time,3,Universitario,M,1-2,"['python', 'sql']",762.4566352788685
full-time,2,,M,3-5,"['bash/shell', 'html', 'javascript', 'python', 'r', 'sql', 'vba']",991.1936258625291
full-time,3,,M,10+,"['.net', 'c#', 'python']",1906.1415881971714
full-time,2,Universitario,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'vba']",1620.2203499675957
full-time,3,Universitario,M,10+,"['html', 'javascript', 'php', 'sql', 'typescript']",827.2654492775723
full-time,3,Terciario,M,3-5,"['.net', 'c#', 'sql']",1852.7696237276505
full-time,3,Universitario,M,10+,"['.net', 'javascript']",4193.511494033777
full-time,3,,M,1-2,"['css', 'html', 'javascript', 'typescript']",459.3076893751668
full-time,1,,M,6-10,"['bash/shell', 'python', 'powershell']",1906.1415881971714
full-time,2,,M,6-10,"['bash/shell', 'css', 'html']",1429.6061911478785
full-time,4,Universitario,M,1-2,"['bash/shell', 'go', 'javascript', 'python']",941.6339445694026
full-time,4,,M,3-5,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",3431.0548587549083
full-time,3,,M,3-5,"['java', 'javascript', 'python', 'sql', 'typescript']",1715.5274293774542
full-time,1,Universitario,M,3-5,"['groovy', 'java', 'python', 'ruby', 'scala']",1791.773092905341
full-time,2,,M,1-2,"['css', 'html', 'javascript']",571.8424764591514
full-time,2,Maestría,M,6-10,"['python', 'sql', 'vba']",1502.039571499371
full-time,2,Universitario,M,6-10,"['.net', 'c#', 'css', 'html', 'javascript', 'sql', 'typescript']",1021.6918912736838
full-time,1,Universitario,M,0-1,"['css', 'html', 'javascript', 'typescript']",457.4739811673211
full-time,4,Universitario,M,10+,"['.net', 'html', 'java', 'javascript', 'sql', 'typescript']",1715.5274293774542
full-time,2,,M,1-2,"['.net', 'c#']",914.9479623346422
full-time,2,,M,10+,"['.net', 'c++', 'c#', 'html', 'java', 'javascript', 'sql', 'swift']",1258.053448210133
full-time,3,Secundario,M,10+,"['javascript', 'sql', 'typescript']",3431.0548587549083
full-time,1,Universitario,M,10+,"['css', 'html', 'javascript', 'sql']",1029.3164576264726
full-time,2,,M,0-1,"['java', 'javascript', 'python']",495.59681293126454
full-time,2,,M,3-5,"['bash/shell', 'css', 'html', 'javascript', 'sql', 'typescript']",804.3917502192063
full-time,2,Universitario,M,6-10,"['java', 'python', 'sql']",1008.3489001563036
full-time,2,Universitario,M,1-2,['sql'],686.2109717509817
full-time,2,,M,10+,['sql'],1143.6849529183028
full-time,2,,M,6-10,"['python', 'sql']",1334.29911173802
full-time,3,Universitario,M,10+,"['bash/shell', 'css', 'html', 'javascript', 'php', 'sql']",934.0093782166139
full-time,2,,M,3-5,"['bash/shell', 'sql']",686.2109717509817
full-time,4,Universitario,M,1-2,"['html', 'java', 'javascript', 'sql', 'typescript']",1186.108040105219
full-time,2,,M,10+,"['css', 'html', 'javascript', 'perl', 'php', 'sql']",686.2109717509817
full-time,2,Universitario,M,3-5,['bash/shell'],1296.1762799740764
full-time,2,Universitario,M,10+,"['java', 'sql']",1829.8959246692843
full-time,4,,M,10+,"['javascript', 'ruby']",2706.7210552399833
full-time,2,,M,3-5,['sql'],686.2109717509817
full-time,3,,M,10+,"['.net', 'c#', 'css', 'html', 'javascript', 'php', 'sql']",1944.2644199611148
full-time,3,Universitario,M,10+,"['bash/shell', 'python']",3431.0548587549083
full-time,3,,M,10+,"['css', 'html', 'javascript', 'php']",3221.3792840532196
full-time,4,,M,3-5,"['go', 'java', 'kotlin', 'python', 'sql']",2771.404063893866
full-time,1,Universitario,M,10+,"['delphi', 'html', 'javascript', 'python']",762.4566352788685
full-time,3,,M,10+,"['bash/shell', 'python']",1334.29911173802
full-time,3,,M,6-10,"['.net', 'c#', 'go', 'python', 'sql']",2863.0246654721514
full-time,2,Terciario,M,1-2,"['css', 'html', 'javascript', 'sql']",423.163432579772
full-time,2,,M,10+,"['css', 'html', 'javascript']",1167.8628340513133
full-time,2,,M,10+,"['.net', 'c#']",1258.053448210133
full-time,2,,M,1-2,"['css', 'html', 'java', 'javascript']",1784.1485265525523
full-time,2,Universitario,M,1-2,"['javascript', 'sql']",667.14955586901
full-time,3,Terciario,M,0-1,"['bash/shell', 'groovy', 'python', 'sql']",3049.826541115474
full-time,4,,M,10+,"['css', 'html', 'javascript', 'php', 'sql', 'typescript']",778.0869963020854
full-time,2,Universitario,M,1-2,"['python', 'sql']",789.1426175136289
full-time,2,,M,10+,"['javascript', 'sql']",2096.7557470168886
full-time,3,Secundario,M,0-1,"['css', 'html', 'javascript', 'php', 'typescript']",762.4566352788685
full-time,2,Universitario,M,10+,"['bash/shell', 'go', 'python', 'sql']",2371.240135717281
full-time,4,Universitario,M,3-5,['python'],3697.914681102512
full-time,4,Maestría,M,3-5,"['bash/shell', 'python', 'sql']",2859.212382295757
full-time,4,,M,1-2,"['css', 'dart', 'html', 'java', 'javascript', 'swift', 'typescript']",876.8251305706988
full-time,3,,M,3-5,['go'],1906.1415881971714
full-time,2,,M,10+,['sql'],3049.826541115474
full-time,3,,M,3-5,['sql'],2192.062826426747
full-time,2,Maestría,M,10+,['sql'],1959.513552666692
full-time,2,,M,1-2,"['.net', 'c#', 'javascript']",686.2109717509817
full-time,2,Universitario,M,10+,"['bash/shell', 'html', 'java', 'javascript', 'kotlin', 'swift']",1582.097518203652
full-time,3,Posgrado/Especialización,M,3-5,['python'],2287.3699058366055
full-time,3,,M,10+,"['javascript', 'typescript']",1448.6676070298502
full-time,3,,M,6-10,"['python', 'sql']",2096.7557470168886
full-time,2,Universitario,M,0-1,['sql'],381.22831763943424
full-time,2,,M,1-2,"['python', 'sql', 'vba']",1258.053448210133
full-time,2,Universitario,M,1-2,"['css', 'html', 'javascript', 'sql']",724.3338035149251
full-time,3,Universitario,M,1-2,"['bash/shell', 'python']",838.7022988067554
full-time,2,,M,10+,"['c#', 'sql']",1582.097518203652
full-time,3,,M,1-2,"['css', 'html', 'java', 'javascript', 'sql']",2287.3699058366055
full-time,2,,M,10+,['python'],2554.2297281842093
full-time,3,,M,6-10,"['.net', 'c#', 'php']",1252.1062864549579
full-time,2,Terciario,M,1-2,['sql'],503.2213792840532
full-time,2,,M,10+,"['.net', 'sql']",953.0707940985857
full-time,2,,M,1-2,"['java', 'ruby']",991.1936258625291
full-time,3,,M,6-10,"['css', 'html', 'java', 'javascript', 'python', 'sql']",2401.7384011284357
full-time,2,,M,6-10,"['go', 'java', 'python']",1471.5413060882163
full-time,2,,M,10+,['sql'],762.4566352788685
full-time,3,,M,6-10,['python'],1248.8849071709046
full-time,3,,M,3-5,"['css', 'html', 'javascript', 'php', 'sql']",840.6084403949525
full-time,3,,M,10+,['bash/shell'],1029.3164576264726
full-time,3,,M,10+,"['bash/shell', 'css', 'html', 'javascript', 'php', 'python', 'sql']",1780.0579467042812
full-time,3,,M,1-2,"['css', 'groovy', 'html', 'java', 'javascript', 'sql', 'typescript']",602.3407418703061
full-time,3,Secundario,M,1-2,['c++'],590.8772063588883
full-time,1,Universitario,M,6-10,"['bash/shell', 'javascript', 'python', 'sql']",1136.0603865655141
full-time,3,,M,6-10,"['.net', 'c#', 'javascript', 'sql', 'typescript']",1410.5447752659068
full-time,2,,M,3-5,"['bash/shell', 'c++', 'css', 'html', 'java', 'javascript', 'sql', 'typescript']",991.1936258625291
full-time,3,Terciario,M,3-5,"['html', 'java', 'javascript', 'php', 'python', 'sql']",1906.1415881971714
